x,y,iteration,src_group,dataset
-43.02528,-90.22479,T0,LLM,xsum
-63.343807,-70.69988,T0,LLM,xsum
-53.442005,-51.440044,T0,LLM,xsum
-43.538845,-80.87267,T0,LLM,xsum
-63.89172,-98.39195,T0,LLM,xsum
10.591656,-47.207043,T0,LLM,xsum
13.451473,-80.75717,T0,LLM,xsum
-25.182077,-104.282425,T0,LLM,xsum
53.085396,-24.852135,T0,LLM,xsum
-25.143528,-120.63483,T0,LLM,xsum
-57.196266,-103.79494,T0,LLM,xsum
-48.35425,-62.373344,T0,LLM,xsum
-13.573625,-70.20976,T0,LLM,xsum
9.89612,-111.377716,T0,LLM,xsum
-32.971054,-72.3931,T0,LLM,xsum
-0.45966452,15.727632,T0,LLM,xsum
-21.373293,-70.03977,T0,LLM,xsum
-32.316345,-80.69639,T0,LLM,xsum
40.915688,51.23635,T0,LLM,xsum
-36.84923,-105.37848,T0,LLM,xsum
-23.1352,-101.11001,T0,LLM,xsum
-40.40534,-77.357414,T0,LLM,xsum
5.802577,-98.411446,T0,LLM,xsum
-53.534782,-50.275055,T0,LLM,xsum
27.237196,-47.441143,T0,LLM,xsum
-42.429474,-115.42999,T0,LLM,xsum
-12.33669,-56.116455,T0,LLM,xsum
37.705498,64.03895,T0,LLM,xsum
-57.564564,-73.41938,T0,LLM,xsum
-28.874268,-62.700783,T0,LLM,xsum
-37.479008,-124.498146,T0,LLM,xsum
9.06625,7.3339214,T0,LLM,xsum
-12.548951,-51.332054,T0,LLM,xsum
11.108649,-92.94902,T0,LLM,xsum
-14.824338,-106.5524,T0,LLM,xsum
28.487114,-114.50787,T0,Human,xsum
-61.123062,-74.35876,T0,Human,xsum
-34.2098,-95.47065,T0,Human,xsum
-103.533264,-48.221943,T0,Human,xsum
-16.603144,-117.23982,T0,Human,xsum
-90.703995,-77.72983,T0,Human,xsum
36.60506,0.10577718,T0,Human,xsum
-5.5268807,-91.00332,T0,Human,xsum
-56.944904,-68.234245,T0,Human,xsum
-24.538034,-100.79961,T0,Human,xsum
-35.03695,-67.87942,T0,Human,xsum
-15.00882,-2.655242,T0,Human,xsum
-4.8058453,-132.90529,T0,Human,xsum
-50.100384,-86.689354,T0,Human,xsum
-5.570736,-61.609337,T0,Human,xsum
-0.818818,-56.730495,T0,Human,xsum
12.492224,-99.38222,T0,Human,xsum
-68.12384,-25.83448,T0,Human,xsum
-85.06933,-73.728645,T0,Human,xsum
0.33232296,-63.73707,T0,Human,xsum
-23.567915,-109.04926,T0,Human,xsum
-63.668938,-25.63888,T0,Human,xsum
-40.005928,-58.995346,T0,Human,xsum
-102.501816,-9.236984,T0,Human,xsum
-88.54176,-86.21817,T0,Human,xsum
72.459114,91.527115,T0,Human,xsum
65.1558,47.14691,T0,Human,xsum
90.67419,63.77039,T0,Human,xsum
-45.5868,-123.31945,T0,Human,xsum
-34.23821,-119.16777,T0,Human,xsum
-6.970074,-123.959854,T0,Human,xsum
22.515114,-113.05054,T0,Human,xsum
-66.46517,-20.513248,T0,Human,xsum
37.779316,-110.158676,T0,Human,xsum
-36.366894,-92.3475,T0,Human,xsum
-103.97485,-18.244186,T0,Human,xsum
-38.418736,3.2122738,T0,Human,xsum
-25.025742,-98.84917,T0,Human,xsum
46.65473,-106.003525,T0,Human,xsum
-20.346027,-118.60735,T0,Human,xsum
-92.28449,-62.40825,T0,Human,xsum
-91.26753,-73.9347,T0,Human,xsum
46.23757,38.363037,T0,Human,xsum
-128.80244,11.882984,T0,Human,xsum
0.009192289,-50.37267,T0,Human,xsum
-66.59605,-60.352207,T0,Human,xsum
-45.58412,-101.723755,T0,Human,xsum
-56.66603,-98.32774,T0,Human,xsum
-13.562159,-113.00689,T0,Human,xsum
-38.448143,-82.073616,T0,Human,xsum
-3.5858457,-63.783997,T0,Human,xsum
-13.252694,-100.94676,T0,Human,xsum
19.16607,59.612972,T0,Human,xsum
-29.766523,-70.68867,T0,Human,xsum
-3.8105955,-70.12535,T0,Human,xsum
-53.75641,-101.798386,T0,Human,xsum
-36.29126,-72.65001,T0,Human,xsum
-6.100678,-56.703743,T0,Human,xsum
-73.17056,-66.12052,T0,Human,xsum
-29.309313,-94.131996,T0,Human,xsum
2.5084193,18.13878,T0,Human,xsum
-82.92276,-90.02355,T0,Human,xsum
23.203403,-98.81571,T0,Human,xsum
-56.208595,16.800209,T0,Human,xsum
-24.62294,-81.99976,T0,Human,xsum
-10.830104,-58.63664,T0,Human,xsum
-4.4217453,-109.31115,T0,Human,xsum
-51.37608,-115.08332,T0,Human,xsum
-4.455934,-72.91553,T0,Human,xsum
-4.130471,-93.76243,T0,Human,xsum
-19.571245,-105.20266,T0,Human,xsum
-39.602406,-68.83167,T0,Human,xsum
-103.89041,-56.181633,T0,Human,xsum
-62.25948,-58.87399,T0,Human,xsum
-88.1846,-55.62454,T0,Human,xsum
16.232313,-94.67878,T0,Human,xsum
-19.456375,-101.123276,T0,Human,xsum
-107.75136,-10.933381,T0,Human,xsum
3.1386564,-63.59111,T0,Human,xsum
-45.915157,-115.84905,T0,Human,xsum
-93.264496,-75.71494,T0,Human,xsum
22.163452,-100.73139,T0,Human,xsum
14.478252,-107.726364,T0,Human,xsum
-49.65566,-91.731415,T0,Human,xsum
-41.828934,-109.48028,T0,Human,xsum
-111.248985,-35.724297,T0,Human,xsum
-20.795784,-88.62472,T0,Human,xsum
-5.4990473,-85.53186,T0,Human,xsum
-29.55371,-48.819187,T0,Human,xsum
-111.7089,-29.153585,T0,Human,xsum
-65.14231,-8.292055,T0,Human,xsum
-1.3195038,-67.45197,T0,Human,xsum
-54.269463,-98.83783,T0,Human,xsum
-41.816914,-74.70251,T0,Human,xsum
-95.101204,-83.42975,T0,Human,xsum
-38.9858,-92.74438,T0,Human,xsum
12.449451,-103.276695,T0,Human,xsum
-42.58763,-62.71822,T0,Human,xsum
27.414976,-105.95021,T0,Human,xsum
9.064191,-109.54122,T0,Human,xsum
-70.91795,-93.18164,T0,Human,xsum
3.134909,-115.84138,T0,Human,xsum
-45.09686,-63.505447,T0,Human,xsum
-50.12723,-117.44306,T0,Human,xsum
-41.063004,-71.82304,T0,Human,xsum
-94.52267,-28.508982,T0,Human,xsum
-54.18815,-80.70603,T0,Human,xsum
-45.409702,-86.99411,T0,Human,xsum
-104.068954,-50.048492,T0,Human,xsum
10.127088,-98.671165,T0,Human,xsum
-76.384254,12.701498,T0,Human,xsum
-51.561775,-95.74068,T0,Human,xsum
-39.974884,-21.6609,T0,Human,xsum
3.8979785,-57.11009,T0,Human,xsum
-77.4822,-73.465164,T0,Human,xsum
-34.17992,-38.654694,T0,Human,xsum
-105.04737,-29.334696,T0,Human,xsum
-55.146053,-76.31511,T0,Human,xsum
-19.640104,-115.05042,T0,Human,xsum
-13.8324995,-115.03923,T0,Human,xsum
-94.404045,-76.342514,T0,Human,xsum
-2.1388388,-106.23556,T0,Human,xsum
-57.54123,-100.355095,T0,Human,xsum
-62.575413,-43.50573,T0,Human,xsum
-2.7761745,-91.29219,T0,Human,xsum
-3.6710694,-85.83974,T0,Human,xsum
-11.712516,-48.916885,T0,Human,xsum
2.3177514,19.898436,T0,Human,xsum
1.4873188,18.715332,T0,Human,xsum
-53.839844,-58.727047,T0,Human,xsum
-55.996685,-18.83531,T0,Human,xsum
-45.533516,-65.9129,T0,Human,xsum
-2.8431098,-57.970882,T0,Human,xsum
-27.116724,-78.14039,T0,Human,xsum
-103.39996,-32.59202,T0,Human,xsum
-32.987957,-101.90927,T0,Human,xsum
-101.54652,-14.233363,T0,Human,xsum
11.62825,12.340932,T0,Human,xsum
-33.691204,-68.50783,T0,Human,xsum
-71.3214,-90.197845,T0,Human,xsum
-10.318331,-61.924664,T0,Human,xsum
-44.226185,-97.47307,T0,Human,xsum
-85.15107,-68.34588,T0,Human,xsum
-15.339859,-89.49788,T0,Human,xsum
-36.66058,-76.30356,T0,Human,xsum
-70.133385,-82.14833,T0,Human,xsum
-10.00457,-88.04593,T0,Human,xsum
-30.608616,-97.917816,T0,Human,xsum
0.54542226,-110.80928,T0,Human,xsum
-37.122444,-116.055435,T0,Human,xsum
-23.239994,-95.19006,T0,Human,xsum
-48.679092,-68.18014,T0,Human,xsum
-32.24995,-118.74807,T0,Human,xsum
-30.068285,-62.863235,T0,Human,xsum
-14.168012,-59.996964,T0,Human,xsum
-40.579018,-118.40123,T0,Human,xsum
46.315937,102.75139,T0,Human,xsum
32.58439,-102.43388,T0,Human,xsum
-68.001434,-52.72237,T0,Human,xsum
4.1386466,-82.8555,T0,Human,xsum
-50.226032,-105.91527,T0,Human,xsum
-66.18866,-100.70538,T0,Human,xsum
-62.372704,-61.56438,T0,Human,xsum
-108.879684,-55.820908,T0,Human,xsum
-3.062133,-81.63666,T0,Human,xsum
-35.835144,-118.646614,T0,Human,xsum
-45.369915,-93.92539,T0,Human,xsum
46.271435,56.38809,T0,Human,xsum
15.999423,-100.503204,T0,Human,xsum
-32.677074,-77.098465,T0,Human,xsum
6.01792,-100.65933,T0,Human,xsum
-35.894558,-64.27856,T0,Human,xsum
-16.893293,-56.29277,T0,Human,xsum
-93.04543,-59.04949,T0,Human,xsum
-88.48679,-73.79297,T0,Human,xsum
-80.34824,-73.01415,T0,Human,xsum
-105.25633,-20.437754,T0,Human,xsum
45.837807,33.836086,T0,Human,xsum
-35.912247,-117.97713,T0,Human,xsum
-39.795185,-108.407074,T0,Human,xsum
40.217323,110.30939,T0,Human,xsum
-9.184648,-79.15398,T0,Human,xsum
-106.94775,-19.980555,T0,Human,xsum
-108.37807,-46.67375,T0,Human,xsum
-14.658231,-84.88283,T0,Human,xsum
-15.010302,-52.369965,T0,Human,xsum
-30.930954,-117.45194,T0,Human,xsum
-48.251312,-90.3133,T0,Human,xsum
-45.830334,-105.83929,T0,Human,xsum
1.437269,-100.04839,T0,Human,xsum
-106.9975,-53.264484,T0,Human,xsum
21.059736,-97.304245,T0,Human,xsum
-39.911205,-100.88606,T0,Human,xsum
-110.81831,-16.756166,T0,Human,xsum
-21.340508,-106.56258,T0,Human,xsum
-70.5782,-66.530334,T0,Human,xsum
12.282283,27.947403,T0,Human,xsum
-117.43823,-53.494045,T0,Human,xsum
-45.68669,-70.44609,T0,Human,xsum
-25.95671,-89.79394,T0,Human,xsum
10.574576,-97.17875,T0,Human,xsum
40.21034,49.690807,T0,Human,xsum
-20.61938,-58.993027,T0,Human,xsum
-68.850426,-40.739315,T0,Human,xsum
-10.757349,-119.893486,T0,Human,xsum
-3.6852918,-99.0487,T0,Human,xsum
-57.49962,-59.59629,T0,Human,xsum
7.6838403,-84.01441,T0,Human,xsum
-64.05799,-52.042213,T0,Human,xsum
7.4961925,-91.84363,T0,Human,xsum
2.4437788,-104.26292,T0,Human,xsum
-47.464596,-123.22276,T0,Human,xsum
-84.61084,-80.58159,T0,Human,xsum
-57.60547,-64.11142,T0,Human,xsum
-110.863144,10.132002,T0,Human,xsum
-46.96239,-97.36642,T0,Human,xsum
-49.28732,-97.101974,T0,Human,xsum
-113.9836,-26.78215,T0,Human,xsum
-75.24308,-67.26307,T0,Human,xsum
-62.354214,-83.31688,T0,Human,xsum
-61.4037,-51.4463,T0,Human,xsum
-97.06501,-55.065296,T0,Human,xsum
-83.85575,-83.43768,T0,Human,xsum
-72.40606,-69.68537,T0,Human,xsum
-59.72229,-78.514404,T0,Human,xsum
19.011734,-102.78799,T0,Human,xsum
-11.190529,-104.85883,T0,Human,xsum
-36.01571,-68.553665,T0,Human,xsum
-20.726942,-130.2673,T0,Human,xsum
-68.173676,-107.64623,T0,Human,xsum
-95.477615,-62.867336,T0,Human,xsum
49.84382,33.088573,T0,Human,xsum
-30.357435,-76.21463,T0,Human,xsum
-97.31217,-70.04551,T0,Human,xsum
7.522559,-102.436646,T0,Human,xsum
13.248217,5.6349235,T0,Human,xsum
-11.5549,-127.0076,T0,Human,xsum
-4.5526986,-65.919685,T0,Human,xsum
-0.7696281,-73.93594,T0,Human,xsum
-21.50663,-63.042107,T0,Human,xsum
-10.867219,-114.14664,T0,Human,xsum
-73.747665,-76.713554,T0,Human,xsum
-12.922143,-126.721115,T0,Human,xsum
13.046086,-96.651215,T0,Human,xsum
-15.049152,-77.720535,T0,Human,xsum
-65.09316,-63.81833,T0,Human,xsum
-102.45281,-52.19532,T0,Human,xsum
-51.607433,-88.34601,T0,Human,xsum
-109.55176,-36.1455,T0,Human,xsum
-13.262609,-65.394615,T0,Human,xsum
88.27075,73.054726,T0,Human,xsum
-40.479332,-97.8794,T0,Human,xsum
-3.6095147,-84.537025,T0,Human,xsum
-41.762695,-118.28689,T0,Human,xsum
-64.46347,-54.505436,T0,Human,xsum
-106.80785,-24.415653,T0,Human,xsum
3.535806,-69.04327,T0,Human,xsum
-10.839421,-96.70055,T0,Human,xsum
-60.264763,-36.86759,T0,Human,xsum
-6.1385455,-123.38414,T0,Human,xsum
-27.331232,-93.78862,T0,Human,xsum
17.268024,-112.21899,T0,Human,xsum
25.408514,-96.701,T0,Human,xsum
-33.735245,-90.755325,T0,Human,xsum
12.911402,-86.63822,T0,Human,xsum
-20.416677,-81.902725,T0,Human,xsum
-105.06055,-66.62922,T0,Human,xsum
-52.947525,-105.313545,T0,Human,xsum
-20.974503,-128.34473,T0,Human,xsum
-0.5293675,-82.347664,T0,Human,xsum
-32.252975,-52.546165,T0,Human,xsum
-47.692677,-74.01933,T0,Human,xsum
-14.973507,-121.4034,T0,Human,xsum
-30.658478,-109.23181,T0,Human,xsum
-86.207085,-67.52787,T0,Human,xsum
27.335989,-118.4692,T0,Human,xsum
-59.866264,-59.378246,T0,Human,xsum
-21.275888,-75.35737,T0,Human,xsum
-48.595745,-111.58713,T0,Human,xsum
7.93777,-105.67349,T0,Human,xsum
37.68077,67.80839,T0,Human,xsum
-116.48406,-29.712042,T0,Human,xsum
5.1230903,59.53284,T0,Human,xsum
-62.760338,1.3237602,T0,Human,xsum
-43.102436,-2.5979133,T0,Human,xsum
-76.80934,-83.9094,T0,Human,xsum
20.120832,1.3195641,T0,Human,xsum
-93.77256,-48.864555,T0,Human,xsum
-63.160954,-86.3689,T0,Human,xsum
-47.413662,-108.53189,T0,Human,xsum
-4.9027367,-3.3935184,T0,Human,xsum
-25.595766,-126.931046,T0,Human,xsum
-65.27376,-75.247406,T0,Human,xsum
-41.79849,-90.909424,T0,Human,xsum
-71.894646,-95.03342,T0,Human,xsum
-59.100494,-47.28603,T0,Human,xsum
2.7170863,-92.5738,T0,Human,xsum
-45.663555,-61.721733,T0,Human,xsum
-41.09943,-93.520256,T0,Human,xsum
-18.145054,-108.28488,T0,Human,xsum
-112.3424,-27.593437,T0,Human,xsum
-61.010647,-54.99762,T0,Human,xsum
-38.687557,-90.33525,T0,Human,xsum
-43.20908,-93.74964,T0,Human,xsum
-27.434645,-74.05352,T0,Human,xsum
4.124545,-123.162575,T0,Human,xsum
-25.271011,-68.9236,T0,Human,xsum
-113.3324,-54.375755,T0,Human,xsum
-56.384354,-108.05745,T0,Human,xsum
-24.764668,-60.745808,T0,Human,xsum
-74.54004,-61.938766,T0,Human,xsum
-35.588493,-113.70629,T0,Human,xsum
3.4878716,-100.4439,T0,Human,xsum
1.4123236,-60.82248,T0,Human,xsum
-48.053787,-70.35411,T0,Human,xsum
-108.32764,-14.528652,T0,Human,xsum
-68.59164,-47.82819,T0,Human,xsum
-0.821712,-107.907326,T0,Human,xsum
-93.149704,-67.42629,T0,Human,xsum
15.240491,-106.07656,T0,Human,xsum
-69.807434,-70.05753,T0,Human,xsum
-1.3524532,-110.43066,T0,Human,xsum
-9.849618,38.337105,T0,Human,xsum
5.921191,-87.453476,T0,Human,xsum
-82.62603,-61.96611,T0,Human,xsum
-21.811693,-125.29799,T0,Human,xsum
40.21804,-100.366196,T0,Human,xsum
-72.70031,-100.5439,T0,Human,xsum
-37.96399,-111.021454,T0,Human,xsum
-51.347553,-99.79398,T0,Human,xsum
-36.205112,-102.04332,T0,Human,xsum
-91.60051,-79.21999,T0,Human,xsum
-30.352737,-53.98404,T0,Human,xsum
11.872396,-106.23513,T0,Human,xsum
-8.2449875,-59.771904,T0,Human,xsum
-17.101076,-67.96393,T0,Human,xsum
-7.7208796,-81.97696,T0,Human,xsum
-11.087073,-93.325645,T0,Human,xsum
32.133587,-117.18947,T0,Human,xsum
-69.42166,-101.137764,T0,Human,xsum
15.476024,-116.5724,T0,Human,xsum
-29.675512,-104.61896,T0,Human,xsum
-18.775291,-97.0342,T0,Human,xsum
-20.072578,-65.66427,T0,Human,xsum
-112.77865,-23.696531,T0,Human,xsum
7.493105,-69.18056,T0,Human,xsum
-9.943379,-82.63341,T0,Human,xsum
-10.148173,-72.0988,T0,Human,xsum
-3.3986897,36.77491,T0,Human,xsum
-29.696072,-66.86056,T0,Human,xsum
-7.0369143,-75.80512,T0,Human,xsum
-93.55046,-7.414676,T0,Human,xsum
14.627215,-122.218445,T0,Human,xsum
-89.822464,-80.33286,T0,Human,xsum
31.360226,-113.54876,T0,Human,xsum
-53.277584,-109.71087,T0,Human,xsum
-38.130833,-87.77318,T0,Human,xsum
23.843845,-98.877205,T0,Human,xsum
9.722422,-86.20178,T0,Human,xsum
27.025719,-109.4841,T0,Human,xsum
9.686681,-117.076355,T0,Human,xsum
-113.29829,-50.533607,T0,Human,xsum
-30.837849,-111.71984,T0,Human,xsum
-18.017864,-52.75208,T0,Human,xsum
-11.193898,-115.92336,T0,Human,xsum
-69.283615,-61.702103,T0,Human,xsum
0.76669353,-70.839455,T0,Human,xsum
-60.012638,-104.09618,T0,Human,xsum
9.8432455,3.9581418,T0,Human,xsum
-35.48146,-100.06807,T0,Human,xsum
16.395805,-111.26854,T0,Human,xsum
-14.977064,-78.423775,T0,Human,xsum
36.73923,3.3535419,T0,Human,xsum
-66.01646,-44.386555,T0,Human,xsum
21.075758,-119.928024,T0,Human,xsum
18.087774,-107.890305,T0,Human,xsum
4.3783727,-111.816055,T0,Human,xsum
-34.044445,-78.62775,T0,Human,xsum
-23.711702,-126.26009,T0,Human,xsum
-35.412086,-116.5748,T0,Human,xsum
-41.91124,4.10111,T0,Human,xsum
25.632782,108.963615,T0,Human,xsum
33.46552,-108.2776,T0,Human,xsum
7.85083,-117.78038,T0,Human,xsum
-34.19292,-54.72974,T0,Human,xsum
-13.133488,-110.06217,T0,Human,xsum
4.584542,-76.31877,T0,Human,xsum
-2.1695552,-72.68325,T0,Human,xsum
4.292852,-107.490944,T0,Human,xsum
-44.417793,-117.177635,T0,Human,xsum
-70.3032,-27.75647,T0,Human,xsum
-93.9963,-73.59037,T0,Human,xsum
-48.020027,-80.044075,T0,Human,xsum
-37.73495,-60.90581,T0,Human,xsum
-75.217285,-81.87286,T0,Human,xsum
-31.923801,-65.00514,T0,Human,xsum
-49.606056,-62.830418,T0,Human,xsum
-59.629337,-70.215645,T0,Human,xsum
25.874619,-102.59199,T0,Human,xsum
-89.2456,-51.554684,T0,Human,xsum
-59.57072,-91.94177,T0,Human,xsum
7.8415914,-79.335594,T0,Human,xsum
-98.19755,-50.02882,T0,Human,xsum
0.63197565,-97.67149,T0,Human,xsum
-40.8646,-87.353516,T0,Human,xsum
-6.9243627,-69.19419,T0,Human,xsum
-17.655067,-63.31557,T0,Human,xsum
-67.426865,-111.15833,T0,Human,xsum
-33.770264,-50.719868,T0,Human,xsum
-76.639946,-0.8132797,T0,Human,xsum
-60.42959,-73.81482,T0,Human,xsum
-59.516884,-101.985565,T0,Human,xsum
-12.78948,-73.99929,T0,Human,xsum
-100.951675,-51.226776,T0,Human,xsum
0.24842095,-65.990654,T0,Human,xsum
-43.3287,-68.65546,T0,Human,xsum
36.41813,59.88574,T0,Human,xsum
-37.317722,-53.18541,T0,Human,xsum
-26.190641,-116.724335,T0,Human,xsum
-103.84889,-61.40666,T0,Human,xsum
1.8837404,-86.97912,T0,Human,xsum
-63.3571,-49.359905,T0,Human,xsum
18.706644,-97.429665,T0,Human,xsum
-105.82912,-64.19234,T0,Human,xsum
-38.846706,-116.17416,T0,Human,xsum
23.013649,31.141113,T0,Human,xsum
-99.14688,-46.13964,T0,Human,xsum
-95.59128,-53.92185,T0,Human,xsum
-48.831993,-92.91074,T0,Human,xsum
-88.50733,-67.56871,T0,Human,xsum
-85.88513,-76.74922,T0,Human,xsum
-97.36458,0.65776056,T0,Human,xsum
-43.601467,-90.95397,T0,Human,xsum
-63.109188,-70.8311,T0,Human,xsum
-53.395737,-51.078266,T0,Human,xsum
-43.690144,-80.465065,T0,Human,xsum
-62.51049,-97.95711,T0,Human,xsum
-82.47947,-77.221405,T0,Human,xsum
13.600774,-80.891,T0,Human,xsum
-26.903564,-105.57092,T0,Human,xsum
-31.334301,-90.75683,T0,Human,xsum
-25.80771,-121.915565,T0,Human,xsum
-55.697975,-102.63124,T0,Human,xsum
-5.8368025,-104.71672,T0,Human,xsum
-47.812923,-61.813423,T0,Human,xsum
-13.6486225,-70.13755,T0,Human,xsum
10.109796,-111.17989,T0,Human,xsum
-32.30349,-73.759964,T0,Human,xsum
-0.27428013,16.195808,T0,Human,xsum
-21.20144,-70.93251,T0,Human,xsum
-32.475708,-80.398155,T0,Human,xsum
40.44899,50.35914,T0,Human,xsum
-35.97676,-102.64338,T0,Human,xsum
-17.14944,-72.14304,T0,Human,xsum
-22.631744,-101.26917,T0,Human,xsum
-16.557467,-61.445194,T0,Human,xsum
-39.993664,-77.18257,T0,Human,xsum
3.7994077,-96.88381,T0,Human,xsum
-23.969818,-128.60846,T0,Human,xsum
-54.304012,-50.436634,T0,Human,xsum
-86.4282,-57.09286,T0,Human,xsum
-42.601738,-114.39622,T0,Human,xsum
-12.372723,-56.180202,T0,Human,xsum
38.166153,64.5902,T0,Human,xsum
-57.85397,-72.61914,T0,Human,xsum
-29.277967,-62.216217,T0,Human,xsum
-36.962543,-125.07565,T0,Human,xsum
9.010141,7.4010873,T0,Human,xsum
-12.469671,-51.25959,T0,Human,xsum
11.142302,-93.00616,T0,Human,xsum
22.85386,-104.33167,T0,Human,xsum
28.605898,-115.063194,T0,LLM,xsum
-84.40891,-74.451004,T0,LLM,xsum
-33.996864,-95.01221,T0,LLM,xsum
-103.36466,-48.22424,T0,LLM,xsum
-16.26688,-117.56837,T0,LLM,xsum
-90.378876,-77.87601,T0,LLM,xsum
36.595604,0.06450968,T0,LLM,xsum
-6.350845,-91.75874,T0,LLM,xsum
-57.022587,-68.46012,T0,LLM,xsum
-24.890417,-100.49444,T0,LLM,xsum
-34.904312,-67.73491,T0,LLM,xsum
-15.142306,-2.5106714,T0,LLM,xsum
-4.8618474,-132.95348,T0,LLM,xsum
-49.444565,-86.96578,T0,LLM,xsum
-5.456553,-61.477104,T0,LLM,xsum
-0.6912439,-56.687164,T0,LLM,xsum
11.735116,-99.66102,T0,LLM,xsum
-68.07058,-25.79111,T0,LLM,xsum
-86.70802,-74.42669,T0,LLM,xsum
0.9619226,-64.345634,T0,LLM,xsum
-22.970297,-108.60508,T0,LLM,xsum
-63.646263,-25.721628,T0,LLM,xsum
-40.05225,-58.979294,T0,LLM,xsum
-102.50429,-9.240103,T0,LLM,xsum
-88.66768,-85.78352,T0,LLM,xsum
72.456955,91.51738,T0,LLM,xsum
64.973015,47.400833,T0,LLM,xsum
90.688126,63.67805,T0,LLM,xsum
-45.232082,-123.13724,T0,LLM,xsum
-35.07147,-120.21785,T0,LLM,xsum
-88.65279,-76.33495,T0,LLM,xsum
22.6148,-112.99308,T0,LLM,xsum
-66.61697,-20.3428,T0,LLM,xsum
38.0558,-109.828926,T0,LLM,xsum
-41.701916,-97.3261,T0,LLM,xsum
-102.6865,-18.297262,T0,LLM,xsum
-38.424946,3.2111037,T0,LLM,xsum
13.039203,-115.75224,T0,LLM,xsum
46.6418,-106.04749,T0,LLM,xsum
-19.699142,-118.93525,T0,LLM,xsum
-37.781235,-61.155666,T0,LLM,xsum
-91.16672,-74.616196,T0,LLM,xsum
46.235054,38.380875,T0,LLM,xsum
-128.64072,12.38771,T0,LLM,xsum
-0.41600135,-50.866497,T0,LLM,xsum
-67.910095,-58.66236,T0,LLM,xsum
-46.889515,-102.7669,T0,LLM,xsum
-56.560246,-98.54728,T0,LLM,xsum
-1.1562947,-61.655136,T0,LLM,xsum
-38.542255,-81.712036,T0,LLM,xsum
-3.6351984,-63.512234,T0,LLM,xsum
-12.329972,-100.76125,T0,LLM,xsum
19.95654,58.471363,T0,LLM,xsum
-30.020054,-70.755325,T0,LLM,xsum
-3.7662666,-70.12269,T0,LLM,xsum
-57.048275,-99.9085,T0,LLM,xsum
-34.98028,-74.52362,T0,LLM,xsum
-6.189143,-56.816624,T0,LLM,xsum
-73.19302,-66.2164,T0,LLM,xsum
-30.700302,-94.38866,T0,LLM,xsum
1.9839134,20.72827,T0,LLM,xsum
-82.96258,-89.98759,T0,LLM,xsum
-6.5510483,-99.20794,T0,LLM,xsum
1.8708286,-24.072052,T0,LLM,xsum
-24.776184,-82.02912,T0,LLM,xsum
-61.117237,-16.657318,T0,LLM,xsum
-4.6707473,-109.22573,T0,LLM,xsum
-51.060135,-112.49763,T0,LLM,xsum
-5.2865086,-72.808304,T0,LLM,xsum
-4.2337155,-93.71828,T0,LLM,xsum
-19.305218,-105.0477,T0,LLM,xsum
-38.26249,-68.65885,T0,LLM,xsum
-103.89232,-56.22513,T0,LLM,xsum
-62.433517,-58.329487,T0,LLM,xsum
-88.162384,-55.66855,T0,LLM,xsum
15.919774,-95.507,T0,LLM,xsum
-18.417995,-101.49552,T0,LLM,xsum
-107.49629,-11.796601,T0,LLM,xsum
3.0651038,-63.597233,T0,LLM,xsum
-46.46838,-115.88704,T0,LLM,xsum
-93.79372,-76.15087,T0,LLM,xsum
22.181885,-100.812996,T0,LLM,xsum
13.921534,-107.9956,T0,LLM,xsum
-50.622658,-91.41588,T0,LLM,xsum
-40.891502,-109.37158,T0,LLM,xsum
-111.39084,-35.744213,T0,LLM,xsum
-20.443544,-88.60974,T0,LLM,xsum
-5.7465725,-85.5925,T0,LLM,xsum
-25.772173,-71.27813,T0,LLM,xsum
-111.450775,-29.205862,T0,LLM,xsum
-65.297066,-8.713496,T0,LLM,xsum
-1.604114,-65.23548,T0,LLM,xsum
-55.439705,-99.356865,T0,LLM,xsum
-41.83018,-74.89746,T0,LLM,xsum
-95.09909,-82.650955,T0,LLM,xsum
-39.208538,-92.688,T0,LLM,xsum
12.211725,-102.09773,T0,LLM,xsum
-41.522087,-61.260693,T0,LLM,xsum
27.504448,-106.01811,T0,LLM,xsum
8.436603,-109.78796,T0,LLM,xsum
-71.31415,-93.35085,T0,LLM,xsum
3.1073709,-115.86712,T0,LLM,xsum
-44.604095,-60.92585,T0,LLM,xsum
-52.189255,-117.19962,T0,LLM,xsum
-40.430008,-71.599075,T0,LLM,xsum
-93.695595,-28.121187,T0,LLM,xsum
-54.30596,-80.61533,T0,LLM,xsum
-45.443237,-86.985374,T0,LLM,xsum
-86.65875,-72.92901,T0,LLM,xsum
8.490994,-97.9952,T0,LLM,xsum
-76.22393,12.8319435,T0,LLM,xsum
-49.559563,-98.95791,T0,LLM,xsum
-13.617944,-104.58995,T0,LLM,xsum
3.6900504,-56.735695,T0,LLM,xsum
-76.97223,-73.22854,T0,LLM,xsum
-33.595524,-38.898502,T0,LLM,xsum
-105.009476,-29.418432,T0,LLM,xsum
-55.147385,-76.317726,T0,LLM,xsum
-18.686775,-115.01494,T0,LLM,xsum
-14.01079,-115.00048,T0,LLM,xsum
-76.99941,-78.36892,T0,LLM,xsum
-2.439206,-105.27054,T0,LLM,xsum
-54.89599,-100.49788,T0,LLM,xsum
-62.576733,-43.507946,T0,LLM,xsum
-2.4318578,-91.413414,T0,LLM,xsum
-3.8420026,-86.16397,T0,LLM,xsum
-11.43721,-48.116188,T0,LLM,xsum
